index,cafe_name,city,province,phone_number,cost,work_start,work_end,cafe_address,hookah,internet,delivery,smoking,open_space,live_music,parking,pos,food_quality,service,cost_value,environment,follower,lat,lon
114, دیو ,qazvin,میدان جانبازان ب سمت نوروزیان انتهای خروجی پل مطهری ب نوروزیان,10,1,12:00:00,00:00:00,میدان جانبازان ب سمت نوروزیان انتهای خروجی پل مطهری ب نوروزیان,False,False,False,False,False,False,False,True,0,0,0,0,0,36.30543458605477,50.0119449198246
115, نوژا ,qazvin,خیابان فردوسی,33348874,2,10:00:00,23:00:00,خیابان فردوسی ، بالاتر از میدان عدل، جنب کوچه شهاب,False,False,False,False,False,False,False,True,4,4,4,4,0,36.27979801886269,50.0081891566515
116, شید ,qazvin,پونک انتهای بلوار نخبگان نرسیده به مصیب مرادی جنب فهیم هشتم,09358559363,2,10:00:00,00:00:00,پونک انتهای بلوار نخبگان نرسیده به مصیب مرادی جنب فهیم هشتم,False,False,True,True,False,False,False,True,0,0,0,0,0,36.31490902229607,50.03502130508423
117, عینک ارثیه ,qazvin,سعدالسلطنه,09365047376,2,09:30:00,22:00:00,سعدالسلطنه ، سراي قيصريه ، حجره ٤٦,False,False,False,False,False,False,False,True,5,5,5,4,0,36.268845,50.00019
118, کاروما ,qazvin,فردوسی شمالی,33368201,2,09:00:00,23:30:00,فردوسی شمالی ، مرکز خرید نارون ، واحد  44,False,False,False,False,False,False,False,True,5,4,4,5,0,36.2856947625423,50.0106722241451
119, نگار السلطنه ,qazvin,خیابان امام,33247634,2,09:00:00,23:00:00,خیابان امام ، کاروانسرای سعدالسلطنه ، بازار وزیر ، حجره ی سی و چهار,False,False,False,False,False,False,False,True,4,4,5,4,0,36.2689268421991,49.9998708299827
120, کافه چی ,ghom,نبش میدان صفاییه,02537840019,2,10:00:00,00:00:00,نبش میدان صفاییه,False,True,False,False,False,False,False,True,5,5,5,5,0,34.6338214386147,50.86849093437195
121, فیروزه ,ghom,سالاریه,02532944404,2,08:30:00,00:00:00,سالاریه،میدان میثم،خیابان یاسمن،پلاک ۳۱۴,False,True,False,True,True,True,False,True,4,4,4,4,0,34.61447107665699,50.84530055522919
122, لمیز ,ghom,کیلومتر 5 اتوبان قم-تهران,22721469,2,09:00:00,00:00:00,کیلومتر 5 اتوبان قم-تهران، گردش سرای مهر و ماه,False,False,False,False,False,False,False,True,5,5,5,5,0,34.74239272977071,50.86744487285614
123, باران ,ghom,ابتداي ٤٥ متري صدوق ميدان مفتح,32615896,2,09:00:00,00:00:00,ابتداي ٤٥ متري صدوق ميدان مفتح,False,False,False,False,False,False,False,True,5,5,5,5,0,34.6277681840779,50.8619400258995
124, بارون ,ghom,خيابان صدوق,32931513,2,07:30:00,00:00:00,خيابان صدوق ،  بلوار بوعلي ، ميدان شهيد دستغيب,False,True,True,False,False,False,False,True,4,4,4,4,0,34.6191335509759,50.8565587003646
125, ژیهات ,ghom,سالاريه,32401378,2,08:30:00,00:00:00,سالاريه ، خيابان ژاله ، پلاک ژاله,False,True,False,False,False,False,True,True,4,4,4,3,0,34.61355939932814,50.84584772586822
126, ژاو ,ghom,٤٥ متري صدوق,32401336,2,09:00:00,00:00:00,٤٥ متري صدوق ، ٢٠ متري كوكب,False,True,False,False,False,False,False,True,0,0,0,0,0,34.60941367977332,50.85599184036255
127, بهمن ,ghom,45 متری صدوق,32910897,2,09:30:00,23:45:00,45 متری صدوق، ابتدای خیابان حافظ، میدان میرقیصری,False,True,False,False,False,False,False,True,0,0,0,0,0,34.62173985512479,50.86015462875366
128, ژاو ,hamedan,خیابانِ‌فرهنگ,08138256201,2,08:00:00,23:00:00,خیابانِ‌فرهنگ، روبروی‌ادارهٔ‌آموزش‌وپرورش,False,False,False,False,False,False,False,True,0,0,0,0,0,34.7835053183827,48.51735234260559
129, مون ,hamedan,شهرک مدنی,09186115088,2,09:00:00,00:00:00,شهرک مدنی،فازدو،سه راه آپارتمان ها،جنب باشگاه سلطان,False,False,False,True,False,True,False,True,4,1,5,5,0,34.7988575,48.5150225
130, صوفی (شیراز) ,shiraz,بلوار ستارخان,07136490000,2,11:00:00,00:00:00,بلوار ستارخان، روبه رو خردمند,True,True,False,False,False,False,False,True,0,0,0,0,0,29.63139603530529,52.49468207359314
131, الماس (شیراز) ,shiraz,معالی اباد,09364045239,2,10:00:00,23:00:00,معالی اباد، مجتمع اوتانا یک، باشگاه الماس,False,True,False,False,False,False,False,True,0,0,0,0,0,29.68027479552527,52.46015736521061
132, شین ,shiraz,پل زرگری به سمت فلکه دانشجو,07136284553,2,09:00:00,00:00:00,پل زرگری به سمت فلکه دانشجو، روبروی ابیوردی ۳،جنب اتوکوروش,False,True,False,True,True,False,False,True,0,0,0,0,0,29.64232061952459,52.47141147514389
133, ساوانا (شیراز) ,shiraz,خیابان قصرالدشت,09120998125,2,08:00:00,00:00:00,خیابان قصرالدشت، حدفاصل ولیعصر و عفیف آباد ، کوچه ۵۹ ، روبروی ۵۹/۴,False,True,False,False,False,False,False,True,0,0,0,0,0,29.63092042025619,52.50603318214416
134, بنان (شیراز) ,shiraz,حدفاصل پارامونت و باسکول نادر,07132354005,2,09:00:00,00:00:00,حدفاصل پارامونت و باسکول نادر، ذوالنوار شرقی، روبروی کوچه ۲، ورودی پارکینگ زیتون,False,True,False,False,False,False,False,True,0,0,0,0,0,29.61886842495461,52.52679884433746
135, اسکوروچی ,shiraz,شیراز,07132279809,2,09:00:00,23:30:00,شیراز، خیابان جهادسازندگی، حدفاصل چهارراه چنچنه و فلکه گاز، نبش کوچه ۳,False,False,False,False,False,False,False,True,4,4,4,4,0,29.63426657007024,52.53693629276211
136, بابا بستنى (نیایش) ,shiraz,بلوار چمران,0716541815,1,12:00:00,00:00:00,بلوار چمران، بلوار نیایش,False,False,False,False,False,False,False,True,0,0,0,0,0,29.66616580212285,52.49142050743103
137, ویتال ,shiraz,قدوسى غربى,0736305030,2,17:00:00,00:00:00,قدوسى غربى،خيابان محلاتى،نبش كوچه ٤,False,True,True,False,False,False,False,True,0,0,0,0,0,29.63549928756072,52.47038125991821
138, خوشا شیراز ,shiraz,بلوار صنایع روبروی ورودی گلدشت حافظ,07136504324,3,12:00:00,00:00:00,بلوار صنایع روبروی ورودی گلدشت حافظ,False,False,False,False,True,True,False,True,0,0,0,0,0,29.73441160297166,52.43906378746033
139, ژولپ ,shiraz,پشت ارگ کریمخان,07132246980,2,08:30:00,23:00:00,پشت ارگ کریمخان,False,False,False,False,True,False,False,True,4,1,3,2,0,29.61505130949088,52.54567623138428
140, رویال ,shiraz,بازار وکیل,09011309503,2,08:00:00,23:00:00,بازار وکیل ،  مجموعه زندیه ، بین حمام و مسجد وکیل,False,False,False,False,True,False,False,True,0,0,0,0,0,29.61481113184514,52.54552870988846
141, پانسیون کتاب ,shiraz,خيابان ٢٢ بهمن(شاهپور سابق),9172525096,2,11:00:00,23:00:00,خيابان ٢٢ بهمن(شاهپور سابق)،روبروي كوچه ٥,False,False,False,False,False,False,False,True,5,5,4,5,0,29.6192146863711,52.547306008637
142, این ,shiraz,معالی آباد,36384254,2,08:30:00,00:00:00,معالی آباد ، نبش خیابان بهاران  ، مجتمع آرین,False,True,False,True,False,False,False,True,0,0,0,0,0,29.6785848393913,52.4557979648387
143, استریت لانژ ,shiraz,معالی آباد,09173047400,2,09:00:00,23:00:00,معالی آباد، پزشکان، مجتمع الماس شهر,False,True,False,False,False,False,False,True,5,3,5,3,0,29.69207447088546,52.46417999267578
144, فردوسی ,shiraz,خیابان فردوسی,32316616,2,09:00:00,23:00:00,خیابان فردوسی ، روبروی هتل آرين ،  كاشی 194,False,True,False,False,False,False,False,True,0,0,0,0,0,29.6242049013925,52.540144761915
145, شهر کاغذی ,shiraz,قصرالدشت,32361033,2,09:00:00,23:00:00,قصرالدشت، حدفاصل سه راه برق و ملاصدرا، كوچه ٢٥ قصرالدشت,False,True,False,True,False,False,False,True,4,4,4,4,0,29.6227136886047,52.5189732996553
146, یوگا ,shiraz,ميدان احسان,36390258,2,09:00:00,23:00:00,ميدان احسان ، بولوار پرستار،  ساختمان هاي مسكوني دراك ، بلوك اركيد,False,True,False,True,False,False,False,True,0,0,0,0,0,29.62179971764936,52.48360956280521
147, چیل ,shiraz,خیابان هدایت غربی کوچه 8,32343972,2,11:00:00,00:00:00,خیابان هدایت غربی کوچه 8,False,True,False,True,False,False,False,True,0,0,0,0,0,29.6248234938512,52.5232467005232
148, کندو ,shiraz,پل معالی آباد بطرف دینکان,36236373,2,17:30:00,11:30:00,پل معالی آباد بطرف دینکان،بلواربهشت،روبروی مجتمع ارکیده,False,True,False,False,False,False,False,True,0,0,0,0,0,29.6895083279749,52.4736364718251
149, خانه هنر ,shiraz,خيابان دانشگاه,36290999,2,09:00:00,23:00:00,خيابان دانشگاه ، پلاک 62,False,False,False,True,False,False,False,True,0,0,0,0,0,29.6372321101567,52.5222218839668
150, بهمن 57 ,shiraz,عفیف آباد,36262444,2,10:00:00,22:00:00,عفیف آباد،مجتمع تجاری حافظ طبقه اول,False,True,False,True,False,False,False,True,0,0,0,0,0,29.62664444686381,52.50564157962799
151, نقاشی ,shiraz,خيابان فردوسي,32231644,2,09:30:00,23:30:00,خيابان فردوسي ،نبش خيابان رودكي،كافه نقاشي,False,True,False,False,False,False,False,True,5,5,5,5,0,29.62322633543465,52.54146516323089
152, حیاط ,shiraz,کوچه ۳۶ قصردشت,9164067312,2,09:00:00,23:00:00,کوچه ۳۶ قصردشت ، روبروی عفیف آباد نبش ۳۶/۳ ، پلاک ۱۹۳,False,True,False,True,False,True,False,True,0,0,0,0,0,29.63039898943602,52.51036996206494
153, گرن ,shiraz,بولوار نيايش,36541894,2,07:00:00,00:00:00,بولوار نيايش ، مجتمع هومهر,False,True,False,True,False,True,False,True,4,4,4,4,0,29.66612618130941,52.49136686325073
154, ماهونی  ,shiraz,حافظیه,32278585,2,08:00:00,00:00:00,حافظیه ،روبروی باغ جهان نما,False,True,False,False,False,False,False,True,0,0,0,0,0,29.628791490814,52.55698735825717
155, پاتوق کتاب ,shiraz,شهرک گلستان,32344614,2,16:00:00,23:00:00,شهرک گلستان ، غدیرشمالی ، نبش گل رز‏,False,True,True,False,False,False,False,True,0,0,0,0,0,29.61944651675191,52.52338499575444
156, معمار ,shiraz,خیابان جهاد سازندگی بالاتر از چهار راه چنچنه,32276799,2,09:00:00,00:00:00,خیابان جهاد سازندگی بالاتر از چهار راه چنچنه,False,True,False,True,False,False,False,True,1,3,1,1,0,29.63670400317458,52.53358179887982
157, هدایت ,shiraz,بيست متری سينما سعدی,32349152,2,08:30:00,00:00:00,بيست متری سينما سعدی ، هدايت غربی، نبش كوچه 4,False,True,False,True,False,False,False,True,2,3,3,2,0,29.6243930345854,52.5238640658452
158, لابی لانژ (شیراز) ,shiraz,معالی اباد,07136238890,2,08:00:00,23:00:00,معالی اباد ، پزشکان هتل الیزه,False,True,True,False,False,False,False,True,0,0,0,0,0,29.67755672130814,52.46019624173641
159, ملو ,tehran,خیابان ولیعصر,02188929415,2,08:00:00,22:00:00,خیابان ولیعصر،ضلع جنوب شرقی میدان ولیعصر جنب ورودی B پاساژ تجارت ایرانیان,False,False,True,False,False,False,False,True,4,2,3,5,0,35.7110300331244,51.40699736773968
160, هنر ,tehran,خیابان انقلاب,02166484885,2,09:30:00,22:30:00,خیابان انقلاب،بین خیابان وصال و قدس،جنب سینما سپیده،کوچه اسکو شماره ۸,False,True,False,True,False,True,False,True,4,3,4,4,0,35.70176862018896,51.39896750450134
161, خامیز ,tehran,زعفرانیه,02126808894,2,08:00:00,00:00:00,زعفرانیه، آصف، انتهای کوچه حامد، نبش باغستان ششم,False,False,True,False,False,False,False,True,0,0,0,0,0,35.80611913097716,51.41420788629239
162, دریا باز ,tehran,ولنجک,02122429032,2,12:00:00,00:00:00,ولنجک ،بلوار دانشجو،خیابان گلریزان، بالاتر از میدان گلریزان,True,True,False,True,True,False,False,True,4,4,4,3,0,35.80878005763831,51.39272063970566
163, بلینسکی ,tehran,کریمخان,02186072171,2,09:00:00,00:00:00,کریمخان،ابتدای خیابان ماهشهر،پلاک ۱۱۸,False,True,True,False,False,False,False,True,5,5,5,5,0,35.71508241361593,51.42038226127624
164, بیت بیسترو ,tehran,خيابان مطهري,02188890341,2,07:00:00,21:00:00,خيابان مطهري،خيابان لارستان،نبش كوچه پور فلاح,False,True,False,True,False,True,False,True,5,5,4,5,0,35.72080537627403,51.41298606991768
165, راک ,tehran,شهرک غرب,02188369196,2,09:00:00,00:00:00,شهرک غرب، بلوار دریا، خیابان گلها، نبش توحید 3،پلاک 10,False,True,False,True,True,False,False,True,4,4,4,4,0,35.76887193392411,51.37266039848327
166, چیمنی (پاسداران) ,tehran,خیابان پاسداران,02122579490,2,11:00:00,00:00:00,خیابان پاسداران ، بین گلستان 8و9,False,False,False,False,False,False,False,True,4,4,3,3,0,35.77536845253725,51.46443486213684
167, شمرون (شهرک غرب) ,tehran,شهرك غرب,02188570359,2,09:00:00,00:00:00,شهرك غرب،خيابان ايران زمين شمالى،رو به روى بيمارستان بهمن،جنب فرهنگسراى ابن سينا,False,False,True,True,False,False,False,True,3,4,4,3,0,35.76676797312544,51.38042271137237
168, بام ری ,tehran,خیابان فداییان اسلام صدمتر مانده به میدان اصلی شهرری,02155967000,2,11:00:00,23:30:00,خیابان فداییان اسلام صدمتر مانده به میدان اصلی شهرری,False,True,True,False,True,False,False,True,4,4,4,4,0,35.59183901502867,51.4373043179512
169, آوانی ,tehran,خیابان یوسف آباد,02188615560,2,12:00:00,23:00:00,خیابان یوسف آباد ، بین خیابان 62 و 64,False,False,True,True,True,False,False,True,5,4,4,4,0,35.745883,51.404758
170, نوشه ,tehran,گیشا,02188267666,2,07:00:00,00:00:00,گیشا، انتهای علیایی غربی، دست راست جوادی،پلاک 55,False,False,True,True,False,True,False,True,4,4,4,4,0,35.73032139579422,51.37373113422654
171, شمرون (بام لند) ,tehran,انتهاى همت غرب ابتداى اتوبان خرازى خروجى درياچه ميدان موج خيابان موج,02140447341,2,08:00:00,00:00:00,انتهاى همت غرب ابتداى اتوبان خرازى خروجى درياچه ميدان موج خيابان موج،بلوار صدف،مجموعه تجارى بام لند,False,True,False,False,True,False,True,True,2,2,4,2,0,35.74389525541517,51.22240465922005
